OWCP MEDICAL FEE SCHEDULE - EFFECTIVE
Table of RVU & Conversion Factor values by CPT/HCPCS Codes
Effective Date: June 30, 2020
Last Update: June 30, 2020
Pay Status: B=Bundled (Non-ASC providers); C=Covered; D = Not Payable by DOL; R=Suspend for Review; S = Suspend for Review




Table of RVU & Conversion Factor values by CPT/HCPCS Codes
      CPT                                               NON-FACILITY   FACILITY
      ADA                       PAY          WORK            PE           PE      MPE    GLOBAL   CONVERSION              SHORT DESCRIPTION
87634   QW      C        70.20   0.00    0.00    0.00   XXX   1.25    Rsv DNA/RNA Amp Probe
87635           C        0.00    0.00    0.00    0.00   XXX   0.00    Sars-Cov-2 Covid-19 Amp Prb
87640           C        35.09   0.00    0.00    0.00   XXX   1.25    Staph A Dna Amp Probe
87641           C        35.09   0.00    0.00    0.00   XXX   1.25    Mr-Staph Dna Amp Probe
87650           C        20.05   0.00    0.00    0.00   XXX   1.25    Strep A Dna Dir Probe
87650   QW      C        20.05   0.00    0.00    0.00   XXX   1.25    Strep A Dna Dir Probe
87651           C        35.09   0.00    0.00    0.00   XXX   1.25    Strep A Dna Amp Probe
87651   QW      C        35.09   0.00    0.00    0.00   XXX   1.25    Strep A Dna Amp Probe
87652           C        41.76   0.00    0.00    0.00   XXX   1.25    Strep A Dna Quant
87653           C        35.09   0.00    0.00    0.00   XXX   1.25    Strep B Dna Amp Probe
87660           C        20.05   0.00    0.00    0.00   XXX   1.25    Trichomonas Vagin Dir Probe
87661           C        35.09   0.00    0.00    0.00   XXX   1.25    Trichomonas Vaginalis Amplif
87662           C        51.31   0.00    0.00    0.00   XXX   1.25    Zika Virus Dna/rna Amp Probe
87797           C        30.03   0.00    0.00    0.00   XXX   1.25    Detect Agent Nos Dna Dir
87798           C        35.09   0.00    0.00    0.00   XXX   1.25    Detect Agent Nos Dna Amp
87799           C        42.84   0.00    0.00    0.00   XXX   1.25    Detect Agent Nos Dna Quant
87800           C        43.67   0.00    0.00    0.00   XXX   1.25    Detect Agnt Mult Dna Direc
87801           C        70.20   0.00    0.00    0.00   XXX   1.25    Detect Agnt Mult Dna Ampli
87801   QW      C        70.20   0.00    0.00    0.00   XXX   1.25    Detect Agnt Mult Dna Ampli
87802           C        12.73   0.00    0.00    0.00   XXX   1.25    Strep B Assay W/Optic
87803           C        16.00   0.00    0.00    0.00   XXX   1.25    Clostridium Toxin A W/Optic
87804           C        16.55   0.00    0.00    0.00   XXX   1.25    Influenza Assay W/Optic
87804   QW      C        16.55   0.00    0.00    0.00   XXX   1.25    Influenza Assay W/Optic
87806           C        32.77   0.00    0.00    0.00   XXX   1.25    Hiv Antigen W/Hiv Antibodies
87806   QW      C        32.77   0.00    0.00    0.00   XXX   1.25    Hiv Antigen W/Hiv Antibodies
87807           C        13.10   0.00    0.00    0.00   XXX   1.25    Rsv Assay W/Optic
87807   QW      C        13.10   0.00    0.00    0.00   XXX   1.25    Rsv Assay W/Optic
87808           C        15.29   0.00    0.00    0.00   XXX   1.25    Trichomonas Assay W/Optic
87808   QW      C        15.29   0.00    0.00    0.00   XXX   1.25    Trichomonas Assay W/Optic
87809           C        21.76   0.00    0.00    0.00   XXX   1.25    Adenovirus Assay W/Optic
87809   QW      C        21.76   0.00    0.00    0.00   XXX   1.25    Adenovirus Assay W/Optic
87810           C        35.29   0.00    0.00    0.00   XXX   1.25    Chylmd Trach Assay W/Optic
87850           C        24.56   0.00    0.00    0.00   XXX   1.25    N. Gonorrhoeae Assay W/Optic
87880           C        16.53   0.00    0.00    0.00   XXX   1.25    Strep A Assay W/Optic
87880   QW      C        16.53   0.00    0.00    0.00   XXX   1.25    Strep A Assay W/Optic
87899           C        16.07   0.00    0.00    0.00   XXX   1.25    Agent Nos Assay W/Optic
87899   QW      C        16.07   0.00    0.00    0.00   XXX   1.25    Agent Nos Assay W/Optic
87900           C       130.35   0.00    0.00    0.00   XXX   1.25    Phenotype Infect Agent Drug
87901           C       257.45   0.00    0.00    0.00   XXX   1.25    Genotype Dna Hiv Reverse T
87902           C       257.45   0.00    0.00    0.00   XXX   1.25    Genotype Dna/Rna Hep C
87903           C       488.66   0.00    0.00    0.00   XXX   1.25    Phenotype Dna Hiv W/Culture
87904           C        26.07   0.00    0.00    0.00   XXX   1.25    Phenotype Dna Hiv W/Clt Add
87905           C        12.22   0.00    0.00    0.00   XXX   1.25    Sialidase Enzyme Assay
87905   QW      C        12.22   0.00    0.00    0.00   XXX   1.25    Sialidase Enzyme Assay
87906           C       128.73   0.00    0.00    0.00   XXX   1.25    Genotype Dna/Rna Hiv
87910           C       257.45   0.00    0.00    0.00   XXX   1.25    Genotype Cytomegalovirus
87912           C       257.45   0.00    0.00    0.00   XXX   1.25    Genotype Dna Hepatitis B
87999           R        0.00    0.00    0.00    0.00   XXX   0.00    Microbiology Procedure
             FECA-C
88000        Energy-D    0.00    0.00    0.00    0.00   XXX   0.00    Autopsy (Necropsy) Gross
             FECA-C
88005        Energy-D    0.00    0.00    0.00    0.00   XXX   0.00    Autopsy (Necropsy) Gross
             FECA-C
88007        Energy-D    0.00    0.00    0.00    0.00   XXX   0.00    Autopsy (Necropsy) Gross
             FECA-C
88012        Energy-D    0.00    0.00    0.00    0.00   XXX   0.00    Autopsy (Necropsy) Gross
             FECA-C
88014        Energy-D    0.00    0.00    0.00    0.00   XXX   0.00    Autopsy (Necropsy) Gross
             FECA-C
88016        Energy-D    0.00    0.00    0.00    0.00   XXX   0.00    Autopsy (Necropsy) Gross
             FECA-C
88020        Energy-D    0.00    0.00    0.00    0.00   XXX   0.00    Autopsy (Necropsy) Complete
             FECA-C
88025        Energy-D    0.00    0.00    0.00    0.00   XXX   0.00    Autopsy (Necropsy) Complete
             FECA-C
88027        Energy-D    0.00    0.00    0.00    0.00   XXX   0.00    Autopsy (Necropsy) Complete
             FECA-C
88028        Energy-D    0.00    0.00    0.00    0.00   XXX   0.00    Autopsy (Necropsy) Complete
             FECA-D
88029        Energy-D    0.00    0.00    0.00    0.00   XXX   0.00    Autopsy (Necropsy) Complete
             FECA-C
88036        Energy-D    0.00    0.00    0.00    0.00   XXX   0.00    Limited Autopsy
             FECA-C
88037        Energy-D    0.00    0.00    0.00    0.00   XXX   0.00    Limited Autopsy
             FECA-C
88040        Energy-D    0.00    0.00    0.00    0.00   XXX   0.00    Forensic Autopsy (Necropsy)
             FECA-C
88045        Energy-D    0.00    0.00    0.00    0.00   XXX   0.00    Coroners Autopsy (Necropsy)
             FECA-D
88099        Energy-D    0.00     0.00    0.00   0.00   XXX    0.00   Necropsy (Autopsy) Procedure
88104           C        0.56     1.35    1.35   0.02   XXX   48.52   Cytopath Fl Nongyn Smears
88104   TC      C        0.00     1.11    1.11   0.01   XXX   48.52   Cytopath Fl Nongyn Smears
88104   26      C        0.56     0.24    0.24   0.01   XXX   48.52   Cytopath Fl Nongyn Smears
88106           C        0.37     1.44    1.44   0.02   XXX   48.52   Cytopath Fl Nongyn Filter
88106   TC      C        0.00     1.26    1.26   0.01   XXX   48.52   Cytopath Fl Nongyn Filter
88106   26      C        0.37     0.18    0.18   0.01   XXX   48.52   Cytopath Fl Nongyn Filter
88108           C        0.44     1.29    1.29   0.02   XXX   48.52   Cytopath Concentrate Tech
88108   TC      C        0.00     1.09    1.09   0.01   XXX   48.52   Cytopath Concentrate Tech
88108   26      C        0.44     0.20    0.20   0.01   XXX   48.52   Cytopath Concentrate Tech
88112           C        0.56     1.32    1.32   0.02   XXX   48.52   Cytopath Cell Enhance Tech
88112   TC      C        0.00     1.09    1.09   0.01   XXX   48.52   Cytopath Cell Enhance Tech
88112   26      C        0.56     0.23    0.23   0.01   XXX   48.52   Cytopath Cell Enhance Tech
88120           C        1.20    15.09   15.09   0.04   XXX   48.52   Cytp Urne 3-5 Probes Ea Spec
88120   TC      C        0.00    14.64   14.64   0.02   XXX   48.52   Cytp Urne 3-5 Probes Ea Spec
88120   26      C        1.20     0.45    0.45   0.02   XXX   48.52   Cytp Urne 3-5 Probes Ea Spec
88121           C        1.00    11.45   11.45   0.03   XXX   48.52   Cytp Urine 3-5 Probes Cmptr
88121   TC      C        0.00    11.06   11.06   0.01   XXX   48.52   Cytp Urine 3-5 Probes Cmptr
88121   26      C        1.00     0.39    0.39   0.02   XXX   48.52   Cytp Urine 3-5 Probes Cmptr
88125           C       0.26     0.47   0.47   0.02   XXX   48.52   Forensic Cytopathology
88125   TC      C       0.00     0.34   0.34   0.01   XXX   48.52   Forensic Cytopathology
88125   26      C       0.26     0.13   0.13   0.01   XXX   48.52   Forensic Cytopathology
88130           C       17.98    0.00   0.00   0.00   XXX    1.25   Sex Chromatin Identification
88140           C       7.99     0.00   0.00   0.00   XXX    1.25   Sex Chromatin Identification
88141           C       0.26     0.46   0.46   0.01   XXX   48.52   Cytopath C/V Interpret
88142           C       20.26    0.00   0.00   0.00   XXX    1.25   Cytopath C/V Thin Layer
88143           C       23.04    0.00   0.00   0.00   XXX    1.25   Cytopath C/V Thin Layer Redo
88147           C       50.56    0.00   0.00   0.00   XXX    1.25   Cytopath C/V Automated
88148           C       16.00    0.00   0.00   0.00   XXX    1.25   Cytopath C/V Auto Rescreen
88150           C       15.12    0.00   0.00   0.00   XXX    1.25   Cytopath C/V Manual
88152           C       27.64    0.00   0.00   0.00   XXX    1.25   Cytopath C/V Auto Redo
88153           C       24.03    0.00   0.00   0.00   XXX    1.25   Cytopath C/V Redo
88155           C       14.65    0.00   0.00   0.00   XXX    1.25   Cytopath C/V Index Add-On
88160           C       0.50     1.49   1.49   0.02   XXX   48.52   Cytopath Smear Other Source
88160   TC      C       0.00     1.25   1.25   0.01   XXX   48.52   Cytopath Smear Other Source
88160   26      C       0.50     0.24   0.24   0.01   XXX   48.52   Cytopath Smear Other Source
88161           C       0.50     1.41   1.41   0.02   XXX   48.52   Cytopath Smear Other Source
88161   TC      C       0.00     1.19   1.19   0.01   XXX   48.52   Cytopath Smear Other Source
88161   26      C       0.50     0.22   0.22   0.01   XXX   48.52   Cytopath Smear Other Source
88162           C       0.76     2.01   2.01   0.03   XXX   48.52   Cytopath Smear Other Source
88162   TC      C       0.00     1.67   1.67   0.02   XXX   48.52   Cytopath Smear Other Source
88162   26      C       0.76     0.34   0.34   0.01   XXX   48.52   Cytopath Smear Other Source
88164           C       15.12    0.00   0.00   0.00   XXX    1.25   Cytopath Tbs C/V Manual
88165           C       42.22    0.00   0.00   0.00   XXX    1.25   Cytopath Tbs C/V Redo
88166           C       15.12    0.00   0.00   0.00   XXX    1.25   Cytopath Tbs C/V Auto Redo
88167           C       15.12    0.00   0.00   0.00   XXX    1.25   Cytopath Tbs C/V Select
88172           C       0.69     0.87   0.87   0.02   XXX   48.52   Cytp Dx Eval Fna 1St Ea Site
88172   TC      C       0.00     0.53   0.53   0.01   XXX   48.52   Cytp Dx Eval Fna 1St Ea Site
88172   26      C       0.69     0.34   0.34   0.01   XXX   48.52   Cytp Dx Eval Fna 1St Ea Site
88173           C       1.39     2.92   2.92   0.05   XXX   48.52   Cytopath Eval Fna Report
88173   TC      C       0.00     2.29   2.29   0.02   XXX   48.52   Cytopath Eval Fna Report
88173   26      C       1.39     0.63   0.63   0.03   XXX   48.52   Cytopath Eval Fna Report
88174           C       25.37    0.00   0.00   0.00   XXX    1.25   Cytopath C/V Auto In Fluid
88175           C       26.61    0.00   0.00   0.00   XXX    1.25   Cytopath C/V Auto Fluid Redo
88177           C       0.42     0.41   0.41   0.01   ZZZ   48.52   Cytp Fna Eval Ea Addl
88177   TC      C       0.00     0.20   0.20   0.00   ZZZ   48.52   Cytp Fna Eval Ea Addl
88177   26      C       0.42     0.21   0.21   0.01   ZZZ   48.52   Cytp Fna Eval Ea Addl
88182           C       0.77     3.08   3.08   0.04   XXX   48.52   Cell Marker Study
88182   TC      C       0.00     2.74   2.74   0.03   XXX   48.52   Cell Marker Study
88182   26      C       0.77     0.34   0.34   0.01   XXX   48.52   Cell Marker Study
88184           C       0.00     1.87   1.87   0.02   XXX   48.52   Flowcytometry/ Tc 1 Marker
88185           C       0.00     0.62   0.62   0.00   ZZZ   48.52   Flowcytometry/Tc Add-On
88187           C       0.74     0.30   0.30   0.05   XXX   48.52   Flowcytometry/Read 2-8
88188           C       1.20     0.57   0.57   0.06   XXX   48.52   Flowcytometry/Read 9-15
88189           C       1.70     0.67   0.67   0.09   XXX   48.52   Flowcytometry/Read 16 & >
88199           R       0.00     0.00   0.00   0.00   XXX   0.00    Cytopathology Procedure
             FECA-D
88199   TC   Energy-R    0.00    0.00   0.00   0.00   XXX   0.00    Cytopathology Procedure
             FECA-D                                   XXX   0.00
88199   26   Energy-R    0.00    0.00   0.00   0.00                 Cytopathology Procedure
88230           C       116.49   0.00   0.00   0.00   XXX    1.25   Tissue Culture Lymphocyte
88233           C       140.73   0.00   0.00   0.00   XXX    1.25   Tissue Culture Skin/Biopsy
88235           C       150.30   0.00   0.00   0.00   XXX    1.25   Tissue Culture Placenta
88237           C       143.75   0.00   0.00   0.00   XXX    1.25   Tissue Culture Bone Marrow
88239           C       147.52   0.00   0.00   0.00   XXX    1.25   Tissue Culture Tumor
88240           C        13.07   0.00   0.00   0.00   XXX    1.25   Cell Cryopreserve/Storage
88241           C        12.09   0.00   0.00   0.00   XXX    1.25   Frozen Cell Preparation
88245           C       173.17   0.00   0.00   0.00   XXX    1.25   Chromosome Analysis 20-25
88248           C       173.17   0.00   0.00   0.00   XXX    1.25   Chromosome Analysis 50-100
88249           C       173.17   0.00   0.00   0.00   XXX    1.25   Chromosome Analysis 100
88261           C       264.34   0.00   0.00   0.00   XXX    1.25   Chromosome Analysis 5
88262           C       125.49   0.00   0.00   0.00   XXX    1.25   Chromosome Analysis 15-20
88263           C       150.29   0.00   0.00   0.00   XXX    1.25   Chromosome Analysis 45
88264           C       144.61   0.00   0.00   0.00   XXX    1.25   Chromosome Analysis 20-25
88267           C       188.57   0.00   0.00   0.00   XXX    1.25   Chromosome Analys Placenta
88269           C       173.66   0.00   0.00   0.00   XXX    1.25   Chromosome Analys Amniotic
88271           C        21.42   0.00   0.00   0.00   XXX    1.25   Cytogenetics Dna Probe
88272           C        40.70   0.00   0.00   0.00   XXX    1.25   Cytogenetics 3-5
88273           C        34.81   0.00   0.00   0.00   XXX    1.25   Cytogenetics 10-30
88274           C        42.38   0.00   0.00   0.00   XXX    1.25   Cytogenetics 25-99
88275           C        51.19   0.00   0.00   0.00   XXX    1.25   Cytogenetics 100-300
88280           C        33.47   0.00   0.00   0.00   XXX    1.25   Chromosome Karyotype Study
88283           C        68.60   0.00   0.00   0.00   XXX    1.25   Chromosome Banding Study
88285           C        26.91   0.00   0.00   0.00   XXX    1.25   Chromosome Count Additional
88289           C        34.43   0.00   0.00   0.00   XXX    1.25   Chromosome Study Additional
88291           C        0.52    0.41   0.41   0.03   XXX   48.52   Cyto/Molecular Report
             FECA-D
88299        Energy-R    0.00    0.00   0.00   0.00   XXX    0.00   Cytogenetic Study, Unlisted
88300           C        0.08    0.34   0.34   0.02   XXX   48.52   Surgical Path Gross
88300   TC      C        0.00    0.30   0.30   0.01   XXX   48.52   Surgical Path Gross
88300   26      C        0.08    0.04   0.04   0.01   XXX   48.52   Surgical Path Gross
88302           C        0.13    0.72   0.72   0.02   XXX   48.52   Tissue Exam By Pathologist
88302   TC      C        0.00    0.66   0.66   0.01   XXX   48.52   Tissue Exam By Pathologist
88302   26      C        0.13    0.06   0.06   0.01   XXX   48.52   Tissue Exam By Pathologist
88304           C        0.22    0.92   0.92   0.02   XXX   48.52   Tissue Exam By Pathologist
88304   TC      C        0.00    0.82   0.82   0.01   XXX   48.52   Tissue Exam By Pathologist
88304   26      C        0.22    0.10   0.10   0.01   XXX   48.52   Tissue Exam By Pathologist
88305           C        0.75    1.21   1.21   0.02   XXX   48.52   Tissue Exam By Pathologist
88305   TC      C        0.00    0.88   0.88   0.01   XXX   48.52   Tissue Exam By Pathologist
88305   26      C        0.75    0.33   0.33   0.01   XXX   48.52   Tissue Exam By Pathologist
